Address,Prices,Bedroom,Bathroom,Parking,Type_Apartment,Type_House,Type_Townhouse
"1304/63 La Trobe Street, 
MELBOURNE VIC 3000",920.0,2,2, ,1,0,0
"1404/63 La Trobe Street, 
MELBOURNE VIC 3000",920.0,2,2, ,1,0,0
"4404/120 A'Beckett Street, Melbourne, VIC 3000, 
MELBOURNE VIC 3000",920.0,3,2, ,1,0,0
"6102/370 Queen Street, 
MELBOURNE VIC 3000",920.0,2,2,1,1,0,0
"169 John Liston Drive, 
NEWPORT VIC 3015",920.0,4,2,2,0,1,0
"109A Bruce Street, 
PRESTON VIC 3072",920.0,4,2,1,0,0,1
"618/14 David Street, 
RICHMOND VIC 3121",920.0,2,1,1,1,0,0
"82 CREEDMORE DRIVE, 
RYE VIC 3941",920.0,4,2,11,0,1,0
"24 Coveside Avenue, 
SAFETY BEACH VIC 3936",920.0,3,2,2,0,1,0
"303/183 City Road, 
SOUTHBANK VIC 3006",920.0,2,2,1,1,0,0
"220/173 City Road, 
SOUTHBANK VIC 3006",920.0,3,2,2,1,0,0
"2/119 Westbury Street, 
BALACLAVA VIC 3183",925.0,3,1, ,0,1,0
"37 Elm Grove, 
BALACLAVA VIC 3183",925.0,3,1,1,0,1,0
"47B Glenelg Drive, 
CLAYTON SOUTH VIC 3169",925.0,4,3,2,0,0,1
"35/211 Wellington Parade South, 
EAST MELBOURNE VIC 3002",925.0,3,2,2,1,0,0
"3/34 Victoria Street, 
ELSTERNWICK VIC 3185",925.0,4,1,1,1,0,0
"132A Gertrude Street, 
FITZROY VIC 3065",1.0,1,1,1,1,0,0
"131 George Street, 
FITZROY VIC 3065",1.0,3,1, ,0,1,0
"1A Mount Pleasant Grove, 
ARMADALE VIC 3143",1025.0,3,1, ,0,1,0
"304/960 High Street, 
ARMADALE VIC 3143",1025.0,3,2,2,1,0,0
"655a Hampton Street St, 
BRIGHTON VIC 3186",1.0,3,2,2,0,1,0
"31 Gladstone Street, 
WINDSOR VIC 3181",1025.0,4,1, ,0,1,0
"143 Peel Street, 
NORTH MELBOURNE VIC 3051",1.0,5,2, ,0,1,0
"38 Lobb Street, 
BRUNSWICK VIC 3056",1.0,4,2,1,0,1,0
"4114/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",1.0,1,1, ,1,0,0
"61 Fairbairn Road, 
TOORAK VIC 3142",1.0,3,2, ,0,1,0
"5 Edward Street, 
ARMADALE VIC 3143",1050.0,3,2,2,0,1,0
"1/109 Nepean Highway, 
ASPENDALE VIC 3195",1.0,3,3,2,0,0,1
"33B Vasey Street, 
BENTLEIGH EAST VIC 3165",1.0,4,3,2,0,0,1
"14B Adrian Street, 
BENTLEIGH EAST VIC 3165",1.0,4,3,2,0,0,1
"1A Marylin Court, 
BENTLEIGH EAST VIC 3165",1.0,4,2,2,0,0,1
"72 Albion St, 
BRUNSWICK EAST VIC 3057",1.0,3,2,2,0,1,0
"531 Lygon Street, 
CARLTON NORTH VIC 3054",1.0,4,1, ,0,1,0
"2/11 Richard Street, 
GLEN WAVERLEY VIC 3150",1.0,4,3,2,0,0,1
"24 Daff Avenue, 
HAMPTON EAST VIC 3188",1.0,4,2,2,0,1,0
"7 Senior Court, 
HIGHTON VIC 3216",1.0,7,2,2,0,1,0
"106 Bambra Rd, 
CAULFIELD VIC 3162",970.0,4,2,2,0,1,0
"24 Bendigo Street, 
COLLINGWOOD VIC 3066",970.0,3,1, ,0,1,0
"5915/228 La Trobe Street, 
MELBOURNE VIC 3000",970.0,2,2,1,1,0,0
"3703/260 City Rd, 
SOUTHBANK VIC 3006",970.0,2,2, ,1,0,0
"1/8-10 Johnston Street, 
COLLINGWOOD VIC 3066",975.0,3,1,1,0,1,0
"1012/101 Therry St, 
MELBOURNE VIC 3000",975.0,2,2,1,1,0,0
"57 Station St, 
PORT MELBOURNE VIC 3207",975.0,3,2, ,0,1,0
"9/125 Alma Road, 
ST KILDA EAST VIC 3183",975.0,3,1, ,1,0,0
"4 Celeste Court, 
ST KILDA EAST VIC 3183",975.0,3,1,1,1,0,0
"7/29 Fulton Street, 
ST KILDA EAST VIC 3183",975.0,3,1,1,0,1,0
"26 Murchison Street, 
ST KILDA EAST VIC 3183",975.0,3,2,1,0,1,0
"1/376 Neerim Road, 
CARNEGIE VIC 3163",980.0,4,2,2,1,0,0
"34 Carrigg Street, 
DROMANA VIC 3936",980.0,4,2,4,0,1,0
"2/14 Field Ave, 
EDITHVALE VIC 3196",980.0,4,3,1,0,0,1
"8/66 Orrong Road, 
ELSTERNWICK VIC 3185",980.0,3,2,2,0,0,1
"3807/63 La Trobe Street, 
MELBOURNE VIC 3000",980.0,2,2, ,1,0,0
"2101/200 Spencer St, 
MELBOURNE VIC 3000",980.0,2,1,1,1,0,0
"2003/63 La Trobe Street, 
MELBOURNE VIC 3000",980.0,2,2, ,1,0,0
"30/180 Little Collins Street, 
MELBOURNE VIC 3000",980.0,2,2,2,1,0,0
"A/21 Grace Street, 
RYE VIC 3941",700.0,4,2,3,0,0,1
"207/8 Anchor Place, 
SAFETY BEACH VIC 3936",700.0,2,2,2,1,0,0
"8A Mckenzie Street, 
SEAFORD VIC 3198",700.0,3,2,2,0,1,0
"34 Tennyson Street, 
SEDDON VIC 3011",700.0,3,1, ,0,1,0
"3 Ryan Way, 
SOMERVILLE VIC 3912",700.0,4,2,2,0,1,0
"2012/50 Albert Road, 
SOUTH MELBOURNE VIC 3205",700.0,2,2,1,1,0,0
"602/338 Kings Way, 
SOUTH MELBOURNE VIC 3205",695.0,2,2,1,1,0,0
"1309/50 Claremont Street, 
SOUTH YARRA VIC 3141",695.0,2,2,2,1,0,0
"808/2 Claremont Street, 
SOUTH YARRA VIC 3141",700.0,2,2,1,0,1,0
"703/18 Yarra Street, 
SOUTH YARRA VIC 3141",700.0,1,1, ,1,0,0
"205/7 Claremont Street, 
SOUTH YARRA VIC 3141",700.0,2,1,1,1,0,0
"2202/35 Malcolm Street, 
SOUTH YARRA VIC 3141",700.0,2,1,1,1,0,0
"509/34-36 Wilson Street, 
SOUTH YARRA VIC 3141",700.0,2,1,1,1,0,0
"3004/35 Malcolm Street, 
SOUTH YARRA VIC 3141",700.0,2,1,1,1,0,0
"1108/2 Claremont Street, 
SOUTH YARRA VIC 3141",700.0,2,2,1,1,0,0
"207/471 Malvern Road, 
SOUTH YARRA VIC 3141",700.0,2,2,1,1,0,0
"1403/681 Chapel Street, 
SOUTH YARRA VIC 3141",695.0,2,2,1,1,0,0
"1311N/229 Toorak Road, 
SOUTH YARRA VIC 3141",700.0,2,1,1,0,1,0
"601/649 Chapel Street, 
SOUTH YARRA VIC 3141",700.0,2,2, ,1,0,0
"1710/60 Kavanagh Street, 
SOUTHBANK VIC 3006",700.0,2,2,1,1,0,0
"104/1-3 Dods Street, 
BRUNSWICK VIC 3056",780.0,3,1,1,1,0,0
"52/121 Rathdowne St, 
CARLTON VIC 3053",780.0,3,1,1,1,0,0
"2915/160 Victoria Street, 
CARLTON VIC 3053",780.0,2,2, ,1,0,0
"4208/160 Victoria Street, 
CARLTON VIC 3053",780.0,2,2, ,1,0,0
"200 Richardson Street, 
CARLTON NORTH VIC 3054",780.0,2,1, ,0,1,0
"259 Station Street, 
CARLTON NORTH VIC 3054",780.0,3,1, ,0,1,0
"6/846 Lygon Street, 
CARLTON NORTH VIC 3054",780.0,2,1,2,0,0,1
"17a Prince Charles Street, 
CLAYTON VIC 3168",780.0,4,3,1,0,0,1
"44 Kalbian Drive, 
CLYDE NORTH VIC 3978",780.0,5,3,2,0,1,0
"802/70 Lorimer Street, 
DOCKLANDS VIC 3008",780.0,2,2,2,1,0,0
"1603/20 Rakaia Way, 
DOCKLANDS VIC 3008",780.0,2,2,1,1,0,0
"1/1 Wimbledon Ave, 
ELWOOD VIC 3184",780.0,2,1, ,1,0,0
"3/73 Dickens Street, 
ELWOOD VIC 3184",780.0,3,2, ,1,0,0
"2/497 Napier Street, 
FITZROY NORTH VIC 3068",780.0,2,2,1,0,1,0
"144 Byrne Street, 
FITZROY NORTH VIC 3068",780.0,3,1,1,0,1,0
"107 Highfield Drive, 
LANGWARRIN SOUTH VIC 3911",780.0,3,1,1,0,1,0
"2712/157 A'Beckett Street, 
MELBOURNE VIC 3000",780.0,2,2, ,1,0,0
"1210/639 Lonsdale Street, 
MELBOURNE VIC 3000",780.0,2,2, ,1,0,0
"2B2B/624 Lonsdale Street, 
MELBOURNE VIC 3000",780.0,2,2, ,1,0,0
"2209/120 Abeckett Street, 
MELBOURNE VIC 3000",780.0,2,2, ,1,0,0
"1/16 Ella Grove, 
CHELSEA VIC 3196",500.0,2,1,1,1,0,0
"4/5 Maury Road, 
CHELSEA VIC 3196",500.0,2,1,1,1,0,0
"2.1B/29 Browns Road, 
CLAYTON VIC 3168",500.0,2,1,1,1,0,0
"2B/1408 Centre Road, 
CLAYTON SOUTH VIC 3169",500.0,2,1,1,1,0,0
"2B/20 Lomandra Dr, 
CLAYTON SOUTH VIC 3169",500.0,2,1,1,1,0,0
"2/1 Main Road, 
CLAYTON SOUTH VIC 3169",500.0,2,2,1,0,0,1
"6 Kalimna Court, 
CLIFTON SPRINGS VIC 3222",500.0,4,2,2,0,1,0
"2A Ossa Crescent, 
CLYDE VIC 3978",500.0,4,3,2,0,1,0
"24 Boboli Avenue, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"20 Forest Drive, 
CLYDE NORTH VIC 3978",500.0,3,2,2,0,1,0
"56 Craigend Street, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"81 Ramlegh Boulevard, 
CLYDE NORTH VIC 3978",500.0,3,2,2,0,0,1
"29 Bonza Circuit, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"51 Spectrum Crescent, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"14 Chitwan Street, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"10/48s Ramlegh Boulevard, 
CLYDE NORTH VIC 3978",500.0,3,2,2,0,1,0
"7 Chitwan Street, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"63 Spectrum Crescent, 
CLYDE NORTH VIC 3978",500.0,4,2,2,0,1,0
"9 Beaury Avenue, 
COBBLEBANK VIC 3338",500.0,4,2,2,0,1,0
"3/10 Armstrong Street, 
COBURG VIC 3058",500.0,2,1,1,0,0,1
"19 Elmslie Drive, 
CRANBOURNE EAST VIC 3977",490.0,3,2,1,1,0,0
"10 Diplomat Crescent, 
CRANBOURNE SOUTH VIC 3977",470.0,4,2,1,0,1,0
"2/38 Riggall Street, 
DALLAS VIC 3047",490.0,3,1,1,0,0,1
"1/1 Marcella Avenue, 
DANDENONG NORTH VIC 3175",490.0,3,1,2,0,1,0
"25 Isaacs Street, 
DEANSIDE VIC 3336",490.0,3,2,2,0,1,0
"843A Ballarat Road, 
DEER PARK VIC 3023",490.0,3,2,2,0,0,1
"22 Festival St, 
DIGGERS REST VIC 3427",490.0,4,2,2,0,1,0
"602/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",490.0,1,1, ,0,1,0
"1004/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",490.0,1,1,1,1,0,0
"812/8 Mccrae Street, 
DOCKLANDS VIC 3008",490.0,1,1, ,1,0,0
"206E/888 Collins Street, 
DOCKLANDS VIC 3008",490.0,1,1, ,1,0,0
"20 Hutch Avenue, 
DONNYBROOK VIC 3064",490.0,3,2,2,0,1,0
"4 Leigh Court, 
DOVETON VIC 3177",490.0,3,1,1,0,1,0
"4 Rainier Avenue, 
DROMANA VIC 3936",490.0,3,1,2,0,1,0
"19 Orchard Street, 
EAST GEELONG VIC 3219",490.0,3,1, ,0,1,0
"2/19 McNeill Avenue, 
EAST GEELONG VIC 3219",490.0,3,2,2,0,1,0
"4 Mann Street, 
EAST GEELONG VIC 3219",490.0,3,2,1,0,1,0
"8/8 Pine Avenue, 
ELWOOD VIC 3184",490.0,1,1,1,1,0,0
"5/3 Tennyson Street, 
ELWOOD VIC 3184",490.0,2,1,1,1,0,0
"306/109 Inkerman St, 
ST KILDA VIC 3182",630.0,2,2,1,1,0,0
"45 Bendigo Drive, 
TARNEIT VIC 3029",630.0,4,2,2,0,1,0
"206/22 Upton Road, 
WINDSOR VIC 3181",630.0,2,2,1,1,0,0
"61 Tongue Street, 
YARRAVILLE VIC 3013",630.0,2,1, ,0,1,0
"6 Coates Street, 
BENTLEIGH VIC 3204",635.0,3,1,1,0,1,0
"108/127 Nicholson Street, 
BRUNSWICK EAST VIC 3057",635.0,2,2,1,1,0,0
"5/357 Rathdowne Street, 
CARLTON VIC 3053",635.0,2,1,1,1,0,0
"5 Anthony Court,, 
HALLAM VIC 3803",635.0,5,2,2,0,1,0
"2706/8 Exploration Lane, 
MELBOURNE VIC 3000",635.0,2,2, ,1,0,0
"218/416 St Kilda Road, 
MELBOURNE VIC 3004",635.0,2,1,2,1,0,0
"86 Hanna Street, 
NOBLE PARK VIC 3174",635.0,3,3,2,0,1,0
"1/165 Station Street, 
PORT MELBOURNE VIC 3207",635.0,2,1,1,1,0,0
"11 South Street, 
PRESTON SOUTH VIC 3072",635.0,3,1,2,0,1,0
"1301/61-63 Haig Street, 
SOUTHBANK VIC 3006",635.0,2,1,1,1,0,0
"125/56 Nicholson Street, 
ABBOTSFORD VIC 3067",640.0,2,2,1,1,0,0
"404/6 Acacia Pl, 
ABBOTSFORD VIC 3067",640.0,2,2,1,1,0,0
"305/251 Johnston Street, 
ABBOTSFORD VIC 3067",640.0,2,2,1,1,0,0
"8/168 Victoria Avenue, 
ALBERT PARK VIC 3206",640.0,2,1, ,1,0,0
"4/43-45 Winbirra Parade, 
ASHWOOD VIC 3147",640.0,3,2,2,0,0,1
"1/1002 Mt Alexander Road, 
ESSENDON VIC 3040",480.0,2,1,2,1,0,0
"2 Dudley Street, 
ESSENDON NORTH VIC 3041",480.0,2,1,1,0,1,0
"240B McBryde Street, 
FAWKNER VIC 3060",480.0,2,1,1,0,0,1
"67/50 King William Street, 
FITZROY VIC 3065",480.0,1,1,1,1,0,0
"1504/8 Hallenstein Street, 
FOOTSCRAY VIC 3011",480.0,2,2, ,1,0,0
"1001D/4 Tannery Walk, 
FOOTSCRAY VIC 3011",480.0,2,2, ,1,0,0
"103A/48 Cowper Street, 
FOOTSCRAY VIC 3011",480.0,1,1, ,1,0,0
"36 Lucerne Crescent, 
FRANKSTON VIC 3199",480.0,4,1,2,0,1,0
"2 Foot Street, 
FRANKSTON VIC 3199",480.0,3,1,3,0,1,0
"32 Milford Crescent, 
FRANKSTON VIC 3199",480.0,3,1,2,0,1,0
"8 Bursaria Crescent, 
FRANKSTON NORTH VIC 3200",480.0,3,1,2,0,1,0
"1/5 Tallowwood Street, 
FRANKSTON NORTH VIC 3200",480.0,3,2,2,1,0,0
"4/19 Jasper Terrace, 
FRANKSTON SOUTH VIC 3199",480.0,2,1,1,1,0,0
"13 Hector strret, 
FRASER RISE VIC 3336",480.0,4,2,1,0,1,0
"18 Lavant Road, 
FRASER RISE VIC 3336",500.0,3,2,2,0,0,1
"1/75 Swanston Street, 
GEELONG VIC 3220",480.0,3,1,1,1,0,0
"606/53 Mercer Street, 
GEELONG VIC 3220",480.0,1,1,1,0,1,0
"3/48 Gordon Avenue, 
GEELONG WEST VIC 3218",480.0,2,1,1,1,0,0
"34 Angelique Grove, 
ALBANVALE VIC 3021",365.0,3,1,1,0,1,0
"7/96 Yarralea Street, 
ALPHINGTON VIC 3078",365.0,1,1,1,1,0,0
"9/608 Moreland Road, 
BRUNSWICK WEST VIC 3055",365.0,1,1,1,1,0,0
"19/159 Union Street, 
BRUNSWICK WEST VIC 3055",365.0,1,1,1,1,0,0
"10/27 Seymour Road, 
ELSTERNWICK VIC 3185",365.0,1,1,1,1,0,0
"3/126 Glen Huntly Road, 
ELWOOD VIC 3184",365.0,1,1,1,1,0,0
"9/57-63 Swanston Street, 
GEELONG VIC 3220",365.0,2,1,1,1,0,0
"7/57-63 Swanston Street, 
GEELONG VIC 3220",365.0,2,1,1,1,0,0
"15 Brixton Place, 
MELTON VIC 3337",365.0,3,1,2,0,1,0
"17 Hume Avenue, 
MELTON SOUTH VIC 3338",365.0,4,2,1,0,1,0
"1/38 Were Street, 
MONTMORENCY VIC 3094",395.0,2,1, ,1,0,0
"14/27 Griffiths Street, 
RICHMOND VIC 3121",365.0,1,1,1,1,0,0
"7/15 Fraser Street, 
RICHMOND VIC 3121",365.0,1,1,1,1,0,0
"9/27 Griffiths Street, 
RICHMOND VIC 3121",365.0,1,1,1,1,0,0
"11/6-10 Latham Street, 
WERRIBEE VIC 3030",365.0,2,1,2,1,0,0
"22 Orr Street, 
CARLTON VIC 3053",369.0,1,1, ,1,0,0
"17 Wills Street, 
MELBOURNE VIC 3000",369.0,1, , ,1,0,0
"1/66 Donald Street, 
ALTONA MEADOWS VIC 3028",370.0,2,1,1,1,0,0
"2/4 Woods Street, 
ASCOT VALE VIC 3032",370.0,1,1,1,1,0,0
"3/33 Peppercorn Parade, 
EPPING VIC 3076",325.0,1,1, ,1,0,0
"4/6 Ashleigh Avenue, 
FRANKSTON VIC 3199",325.0,1,1,1,0,1,0
"10/12 Rosedale Avenue, 
GLEN HUNTLY VIC 3163",325.0,1,1,1,1,0,0
"2/18 Gerald Street, 
MURRUMBEENA VIC 3163",325.0,1,1,1,1,0,0
"2/138 Spray Street, 
ROSEBUD VIC 3939",350.0,1,1, ,1,0,0
"5/23 Broadmeadows Rd, 
TULLAMARINE VIC 3043",325.0,2,1,1,1,0,0
"2/90 Yarralea Street, 
ALPHINGTON VIC 3078",330.0,1,1,1,1,0,0
"22/39 Kent Street, 
ASCOT VALE VIC 3032",330.0,1,1,1,1,0,0
"8/16 De Carle Street, 
BRUNSWICK VIC 3056",330.0,1,1,1,1,0,0
"10/556 Moreland Road, 
BRUNSWICK VIC 3056",330.0,2,1,1,1,0,0
"9/48 Boadle Road, 
BUNDOORA VIC 3083",330.0,1,1,1,1,0,0
"325/51 Rathdowne Street, 
CARLTON VIC 3053",330.0,1,1, ,1,0,0
"4/55 Mimosa Road, 
CARNEGIE VIC 3163",330.0,1,1,1,1,0,0
"4/36 Woornack Road, 
CARNEGIE VIC 3163",330.0,1,1,1,1,0,0
"13 Payne Street, 
CAULFIELD NORTH VIC 3161",330.0,1,1,1,1,0,0
"7/107 Rose Street, 
COBURG VIC 3058",330.0,1,1,1,1,0,0
"3/107 Rose Street, 
COBURG VIC 3058",330.0,1,1,1,1,0,0
"3/1 Tinto Close, 
DEER PARK VIC 3023",330.0,3,1,1,1,0,0
"2/220 Pascoe Vale Road, 
ESSENDON VIC 3040",330.0,1,1,1,1,0,0
"1/48 Scott St, 
ESSENDON VIC 3040",330.0,1,1,1,1,0,0
"13 Doongarra Avenue, 
ST LEONARDS VIC 3223",1000.0,3,1, ,0,1,0
"9 Narvik Avenue, 
ST LEONARDS VIC 3223",1200.0,3,1,1,0,1,0
"83 Nelson Street, 
CRANBOURNE EAST VIC 3977",540.0,4,2,2,0,1,0
"3/5 Cleveland Road, 
ASHWOOD VIC 3147",500.0,2,1,1,1,0,0
"10 Natura Avenue, 
WERRIBEE VIC 3030",500.0,4,2,2,0,1,0
"20 Birchwood Street, 
FAWKNER VIC 3060",500.0,3,1, ,0,1,0
"26 Shearwater Drive, 
ARMSTRONG CREEK VIC 3217",500.0,4,2,2,0,1,0
"21 Corella Road, 
ARMSTRONG CREEK VIC 3217",500.0,4,2, ,0,1,0
"12 Amiable Parade, 
ARMSTRONG CREEK VIC 3217",500.0,4,2,2,0,1,0
"94 Naturaliste Way, 
ARMSTRONG CREEK VIC 3217",500.0,4,2,2,0,1,0
"28 Mulberry Street, 
ARMSTRONG CREEK VIC 3217",500.0,4,3,2,0,0,1
"105/488 SWANSTON STREET, 
CARLTON VIC 3053",500.0,2,1,1,1,0,0
"24 Yildiz Street, 
CHARLEMONT VIC 3217",500.0,4,2,2,0,1,0
"22 Mississipi Avenue, 
CLYDE VIC 3978",500.0,4,2,2,0,1,0
"5502/500 Elizabeth Street, 
MELBOURNE VIC 3000",690.0,2,1, ,1,0,0
"3607/618 Lonsdale Street, 
MELBOURNE VIC 3000",690.0,2,2,1,1,0,0
"3611/33 Rose Lane, 
MELBOURNE VIC 3000",690.0,2,2,1,1,0,0
"5319/228 La Trobe Street, 
MELBOURNE VIC 3000",690.0,2,1, ,1,0,0
"1405/483 Swanston Street, 
MELBOURNE VIC 3000",690.0,2,1, ,1,0,0
"8 Piping Lane, 
MORDIALLOC VIC 3195",690.0,3,2,1,0,1,0
"17 Elspeth Circuit, 
MOUNT MARTHA VIC 3934",690.0,4,2,2,0,1,0
"1/379 Autumn Street, 
NEWTOWN VIC 3220",690.0,4,2,2,0,0,1
"3/4 Elcho Street, 
NEWTOWN VIC 3220",690.0,4,3,2,0,0,1
"15 Kelvin Close, 
NIDDRIE VIC 3042",690.0,4,2,2,0,1,0
"25 Eagleview Place, 
POINT COOK VIC 3030",690.0,4,2,2,0,1,0
"204 Princes Street, 
PORT MELBOURNE VIC 3207",690.0,2,1,1,0,1,0
"308/115 Church Street, 
RICHMOND VIC 3121",690.0,2,2,1,1,0,0
"7 Sherwood Road, 
RYE VIC 3941",690.0,5,2,2,0,1,0
"2805/89 Gladstone Street, 
SOUTH MELBOURNE VIC 3205",690.0,2,2,1,1,0,0
"808/3 Yarra Street, 
SOUTH YARRA VIC 3141",690.0,2,1,1,1,0,0
"506S/227 Toorak Road, 
SOUTH YARRA VIC 3141",690.0,2,2,1,1,0,0
"7/2 Pasley Street, 
SOUTH YARRA VIC 3141",690.0,2,1,1,1,0,0
"2808/60 Kavanagh Street, 
SOUTHBANK VIC 3006",690.0,2,2,1,1,0,0
"C204/14 Trenerry Crescent, 
ABBOTSFORD VIC 3067",700.0,2,2,1,1,0,0
"227/631 Victoria Street, 
ABBOTSFORD VIC 3067",700.0,2,2,1,1,0,0
"16 Moubray Lane, 
ALBERT PARK VIC 3206",695.0,2,1,1,0,1,0
"1 Draper Street, 
ALBERT PARK VIC 3206",700.0,2,2, ,0,1,0
"3/39 Kooyong Road, 
ARMADALE VIC 3143",700.0,2,2,1,1,0,0
"904/8A Evergreen Mews, 
ARMADALE VIC 3143",700.0,2,2,1,1,0,0
"122 Station Street, 
ASPENDALE VIC 3195",700.0,3,2,2,0,0,1
"1/10 Eulinga Avenue, 
ASPENDALE VIC 3195",700.0,3,2,2,0,0,1
"24 Seaview Parade, 
BELMONT VIC 3216",700.0,4,3,2,0,1,0
"28 Balmoral Avenue, 
BENTLEIGH VIC 3204",700.0,3,2,2,0,1,0
"5 Almurta Road, 
BENTLEIGH EAST VIC 3165",700.0,3,1,2,0,1,0
"12 Stevens Parade, 
BLACK ROCK VIC 3193",700.0,3,2,2,0,1,0
"2/480-481 Station Street, 
BONBEACH VIC 3196",699.0,3,2,3,0,1,0
"5/16-18 Spink Street, 
BRIGHTON VIC 3186",700.0,3,2,1,1,0,0
"13/350 New Street, 
BRIGHTON VIC 3186",695.0,2,1,2,1,0,0
"2/273 St Kilda Street, 
BRIGHTON VIC 3186",700.0,2,1,1,1,0,0
"6 Cliff Street, 
BRUNSWICK VIC 3056",695.0,3,1, ,0,1,0
"41 Pearson Street, 
BRUNSWICK VIC 3056",695.0,3,1, ,0,1,0
"2/1 Dods Street, 
BRUNSWICK VIC 3056",700.0,2,1,1,1,0,0
"3/180A Melville Road, 
BRUNSWICK VIC 3056",695.0,4,1,1,0,0,1
"1/124 Napier Street, 
FITZROY VIC 3065",2.0,3,3,1,0,1,0
"3404/439 Collins Street, 
MELBOURNE VIC 3004",2400.0,3,2,2,1,0,0
"15 Clipper Quay, 
SAFETY BEACH VIC 3936",2400.0,5,4,2,0,1,0
"112 Beaconsfield Parade, 
ALBERT PARK VIC 3206",2.0,3,2, ,0,1,0
"4/19 Birdwood Avenue, 
BRIGHTON VIC 3186",2.0,3,3,3,1,0,0
"51 Drummond Street, 
CARLTON VIC 3053",2.0,4,4,2,0,1,0
"30 Gore Street, 
FITZROY VIC 3065",2500.0,3,2,1,0,1,0
"4802/316-318 Queen Street, 
MELBOURNE VIC 3000",2500.0,3,3,2,1,0,0
"1201/543 Elizabeth Street, 
MELBOURNE VIC 3000",2.0,4,4,2,1,0,0
"36 Lesney St, 
RICHMOND VIC 3121",2.0,4,3,1,0,1,0
"9 Walter Street, 
SOUTH YARRA VIC 3141",2500.0,3,3,2,0,1,0
"62 william street, 
ST ALBANS VIC 3021",2.0,2,1, ,0,1,0
"2402/14-16 The Esplanade, 
ST KILDA VIC 3182",2.0,3,2,2,1,0,0
"3201/14-16 The Esplanade, 
ST KILDA VIC 3182",2.0,3,2,3,1,0,0
"46 Leviens Road, 
ST LEONARDS VIC 3223",2500.0,4,2,2,0,0,1
"3602/1 Almeida Crescent, 
SOUTH YARRA VIC 3141",2.0,3,2,2,1,0,0
"2601/14-16 The Esplanade, 
ST KILDA VIC 3182",2.0,3,2,2,1,0,0
"46 Abinger Street, 
RICHMOND VIC 3121",2.0,4,2,1,0,1,0
"27 Glen Shian Crescent, 
MOUNT ELIZA VIC 3930",2.0,5,4,2,0,1,0
"377 Buckley St, 
ABERFELDIE VIC 3040",620.0,4,1,2,0,1,0
"1a Myrnong Crescent, 
ASCOT VALE VIC 3032",620.0,3,2,1,0,0,1
"17 Station Crescent, 
BAXTER VIC 3911",620.0,3,2,2,0,1,0
"8 Limousin Court, 
BERWICK VIC 3806",620.0,4,2,2,0,1,0
"504/800 Sydney Road, 
BRUNSWICK VIC 3056",620.0,2,2,1,1,0,0
"303/90 Nicholson Street, 
BRUNSWICK EAST VIC 3057",620.0,2,1,1,1,0,0
"10/2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",620.0,4,2,2,0,0,1
"46 Chancellor Avenue, 
BUNDOORA VIC 3083",620.0,3,1,2,0,0,1
"6/182 Burwood Highway, 
BURWOOD VIC 3125",620.0,2,3,1,0,0,1
"2/355 Burwood Highway, 
BURWOOD VIC 3125",620.0,2,1,2,1,0,0
"5115/160 Victoria Street, 
CARLTON VIC 3053",620.0,1,1, ,1,0,0
"712/495 Rathdowne Street, 
CARLTON VIC 3053",620.0,2,1,1,1,0,0
"114 Paterson Street, 
CARLTON NORTH VIC 3054",620.0,2,1, ,0,1,0
"102/1254-1258 Glen Huntly Road, 
CARNEGIE VIC 3163",620.0,2,2,1,1,0,0
"4 Hall Street, 
COBURG VIC 3058",620.0,3,1,1,0,1,0
"205/44 Bedford Street, 
COLLINGWOOD VIC 3066",620.0,2,1,1,1,0,0
"19 Mountleigh Circuit, 
CRAIGIEBURN VIC 3064",620.0,4,3,2,0,1,0
"17 Merrica Court, 
CRAIGIEBURN VIC 3064",620.0,4,3,2,0,1,0
"3 Willowdale Drive, 
CRANBOURNE NORTH VIC 3977",620.0,4,2,2,0,1,0
"7 Julep street, 
MANOR LAKES VIC 3024",450.0,4,2,2,0,1,0
"12 Medlar Avenue, 
MANOR LAKES VIC 3024",450.0,4,2,2,0,1,0
"4 Merlyn Street, 
MARIBYRNONG VIC 3032",450.0,2,1,1,0,1,0
"1308/31 A'beckett Street, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
"2211/31 A'Beckett Street, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
"419/408 Lonsdale Street, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
"403/39 Queen Street, 
MELBOURNE VIC 3000",450.0, ,1, ,1,0,0
"410/181 ABeckett Street, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
"312B/399 Bourke Street, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
"407/547 Flinders Lane, 
MELBOURNE VIC 3000",450.0,1,1, ,1,0,0
